complaint_id,incident_date,incident_time,incident_datetime,complaint_registered_at,incident_details,fraud_type,fraud_amount,victim_state,victim_pincode,victim_lat,victim_lon,victim_account_id,source_system,data_version,behavioral_profile
CMP00006860,2024-12-11,10:41:30,2024-12-11T10:41:30,2024-12-11T12:34:03,Fraudulent trading platform collected INR 1971352 from victim.,INVESTMENT_FRAUD,1971351.81,Karnataka,591468,15.518829,74.014598,ACCT00011860,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006861,2024-03-01,17:50:47,2024-03-01T17:50:47,2024-03-01T19:16:35,Phishing email led to unauthorized transfer of INR 6137.,PHISHING,6137.16,Telangana,517368,19.326533,78.907783,ACCT00011861,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006862,2024-01-15,13:11:08,2024-01-15T13:11:08,2024-01-15T14:11:57,Victim lured into fake investment scheme; lost INR 32683.,INVESTMENT_FRAUD,32682.56,Tamil Nadu,645715,8.753694,78.221125,ACCT00011862,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006863,2024-05-18,11:09:24,2024-05-18T11:09:24,2024-05-18T11:45:55,Fraudulent trading platform collected INR 109899 from victim.,INVESTMENT_FRAUD,109898.56,Gujarat,376217,20.973429,68.870179,ACCT00011863,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006864,2024-11-30,19:10:02,2024-11-30T19:10:02,2024-11-30T19:20:36,Fake police/CBI call led victim to transfer INR 107376.,DIGITAL_ARREST,107375.75,Maharashtra,426251,21.637749,76.979476,ACCT00011864,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006865,2024-12-24,10:23:06,2024-12-24T10:23:06,2024-12-24T11:28:46,Online fraud complaint filed for INR 71784.,OTHER,71783.59,Uttar Pradesh,216799,28.785287,78.581346,ACCT00011865,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006866,2024-10-26,10:57:22,2024-10-26T10:57:22,2024-10-26T12:25:04,Victim transferred INR 82797 to fake mutual fund agent.,INVESTMENT_FRAUD,82797.22,Maharashtra,407612,19.981133,74.740912,ACCT00011866,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006867,2024-02-27,12:29:19,2024-02-27T12:29:19,2024-02-27T12:50:30,Fraudulent digital payment of INR 6104 detected from victim account.,DIGITAL_PAYMENT_FRAUD,6103.64,Karnataka,563672,11.649987,76.68438,ACCT00011867,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006868,2024-12-19,17:57:45,2024-12-19T17:57:45,2024-12-19T19:35:08,Fraudulent digital payment of INR 55925 detected from victim account.,DIGITAL_PAYMENT_FRAUD,55924.85,Telangana,512209,19.326565,80.484625,ACCT00011868,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006869,2024-01-04,00:36:25,2024-01-04T00:36:25,2024-01-04T00:50:15,Fraudulent digital payment of INR 1142 detected from victim account.,DIGITAL_PAYMENT_FRAUD,1142.13,Maharashtra,417312,21.285581,77.220469,ACCT00011869,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006870,2024-12-06,12:05:34,2024-12-06T12:05:34,2024-12-06T13:05:14,Victim shared OTP after phishing call; INR 32239 debited.,PHISHING,32239.02,Tamil Nadu,614748,9.558422,78.422685,ACCT00011870,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006871,2024-12-02,14:33:49,2024-12-02T14:33:49,2024-12-02T16:26:43,Victim reported unauthorized UPI transaction of INR 13757.,DIGITAL_PAYMENT_FRAUD,13756.55,West Bengal,728516,27.019992,88.703394,ACCT00011871,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006872,2024-11-21,16:54:46,2024-11-21T16:54:46,2024-11-21T18:07:10,Cyber fraud reported; INR 5052 lost through unspecified method.,OTHER,5051.85,Rajasthan,339075,25.877855,75.406452,ACCT00011872,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006873,2024-05-07,10:38:12,2024-05-07T10:38:12,2024-05-07T11:09:10,Victim's banking credentials phished; INR 19929 stolen.,PHISHING,19928.6,Maharashtra,411664,20.384449,73.727656,ACCT00011873,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006874,2024-12-28,14:40:55,2024-12-28T14:40:55,2024-12-28T15:07:40,Fraudulent digital payment of INR 44178 detected from victim account.,DIGITAL_PAYMENT_FRAUD,44177.75,Rajasthan,346489,29.808397,71.762295,ACCT00011874,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006875,2024-10-27,19:58:36,2024-10-27T19:58:36,2024-10-27T20:30:56,Victim reported loss of INR 259809 via online fraud.,OTHER,259808.74,Madhya Pradesh,468138,22.287553,80.328328,ACCT00011875,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006876,2024-03-01,02:31:29,2024-03-01T02:31:29,2024-03-01T04:17:10,Online fraud complaint filed for INR 14052.,OTHER,14052.34,Rajasthan,346117,28.414498,73.746963,ACCT00011876,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006877,2024-03-27,09:05:37,2024-03-27T09:05:37,2024-03-27T11:00:58,Fraudulent digital payment of INR 49649 detected from victim account.,DIGITAL_PAYMENT_FRAUD,49649.14,Maharashtra,418900,18.970725,78.577942,ACCT00011877,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006878,2024-03-17,15:22:34,2024-03-17T15:22:34,2024-03-17T16:43:47,Fraudulent trading platform collected INR 56505 from victim.,INVESTMENT_FRAUD,56505.16,West Bengal,738904,22.973732,87.504211,ACCT00011878,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006879,2024-02-19,21:16:17,2024-02-19T21:16:17,2024-02-19T21:37:20,Victim received fake payment link; INR 68593 debited without authorization.,DIGITAL_PAYMENT_FRAUD,68593.04,Uttar Pradesh,269161,30.030289,82.870831,ACCT00011879,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006880,2024-11-09,19:58:07,2024-11-09T19:58:07,2024-11-09T20:56:31,Cyber fraud reported; INR 3219 lost through unspecified method.,OTHER,3219.35,Karnataka,561088,14.548006,74.48837,ACCT00011880,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006881,2024-07-02,14:58:04,2024-07-02T14:58:04,2024-07-02T15:16:59,Victim received fake payment link; INR 78485 debited without authorization.,DIGITAL_PAYMENT_FRAUD,78484.68,Tamil Nadu,604479,8.934242,78.551074,ACCT00011881,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006882,2024-09-13,08:20:09,2024-09-13T08:20:09,2024-09-13T08:41:21,Fraudulent digital payment of INR 64526 detected from victim account.,DIGITAL_PAYMENT_FRAUD,64526.48,Rajasthan,305249,29.355843,73.234837,ACCT00011882,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006883,2024-11-13,21:04:45,2024-11-13T21:04:45,2024-11-13T21:50:18,Victim reported unauthorized UPI transaction of INR 8560.,DIGITAL_PAYMENT_FRAUD,8560.48,Uttar Pradesh,279852,30.205874,77.117321,ACCT00011883,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006884,2024-10-08,09:33:44,2024-10-08T09:33:44,2024-10-08T10:45:29,Victim's banking credentials phished; INR 5672 stolen.,PHISHING,5672.47,Gujarat,365547,20.239755,69.689394,ACCT00011884,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006885,2024-09-08,00:37:11,2024-09-08T00:37:11,2024-09-08T00:40:39,Cyber fraud reported; INR 33277 lost through unspecified method.,OTHER,33277.08,Uttar Pradesh,279345,28.685635,82.83089,ACCT00011885,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006886,2024-08-06,19:54:01,2024-08-06T19:54:01,2024-08-06T20:34:55,Fraudulent digital payment of INR 17209 detected from victim account.,DIGITAL_PAYMENT_FRAUD,17208.53,Telangana,525043,19.69054,77.741336,ACCT00011886,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006887,2024-11-28,14:50:51,2024-11-28T14:50:51,2024-11-28T15:52:05,Phishing email led to unauthorized transfer of INR 12050.,PHISHING,12050.5,Maharashtra,425942,19.69168,74.504142,ACCT00011887,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006888,2024-11-29,19:27:37,2024-11-29T19:27:37,2024-11-29T20:40:59,Impersonation of law enforcement; victim coerced into transferring INR 206184.,DIGITAL_ARREST,206184.19,Maharashtra,416881,21.438836,79.641839,ACCT00011888,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006889,2024-07-22,21:28:54,2024-07-22T21:28:54,2024-07-22T22:55:08,Victim reported unauthorized UPI transaction of INR 56510.,DIGITAL_PAYMENT_FRAUD,56509.88,West Bengal,723316,26.582609,88.679033,ACCT00011889,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006890,2024-05-03,18:00:48,2024-05-03T18:00:48,2024-05-03T18:24:18,Victim threatened with digital arrest; paid INR 988149 under duress.,DIGITAL_ARREST,988149.02,Delhi,111123,28.608648,77.385091,ACCT00011890,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006891,2024-12-19,06:02:00,2024-12-19T06:02:00,2024-12-19T07:07:44,Cyber fraud reported; INR 120270 lost through unspecified method.,OTHER,120270.21,Uttar Pradesh,277280,25.050939,79.986785,ACCT00011891,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006892,2024-09-09,14:48:00,2024-09-09T14:48:00,2024-09-09T16:44:23,Impersonation of law enforcement; victim coerced into transferring INR 443215.,DIGITAL_ARREST,443214.98,West Bengal,738295,23.846296,88.03069,ACCT00011892,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006893,2024-05-27,16:09:34,2024-05-27T16:09:34,2024-05-27T17:57:35,Victim reported unauthorized UPI transaction of INR 21050.,DIGITAL_PAYMENT_FRAUD,21049.63,Karnataka,562434,18.079396,74.702956,ACCT00011893,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006894,2024-12-25,17:17:43,2024-12-25T17:17:43,2024-12-25T17:26:34,Fraudulent digital payment of INR 129361 detected from victim account.,DIGITAL_PAYMENT_FRAUD,129361.19,Rajasthan,346316,23.129236,71.418243,ACCT00011894,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006895,2024-07-07,16:01:14,2024-07-07T16:01:14,2024-07-07T17:05:25,Fraudulent trading platform collected INR 349915 from victim.,INVESTMENT_FRAUD,349915.24,Gujarat,369466,20.411065,70.425601,ACCT00011895,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006896,2024-01-11,11:17:18,2024-01-11T11:17:18,2024-01-11T11:19:38,Fraudulent digital payment of INR 9647 detected from victim account.,DIGITAL_PAYMENT_FRAUD,9647.3,Uttar Pradesh,239384,23.721385,83.897709,ACCT00011896,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006897,2024-04-28,00:52:31,2024-04-28T00:52:31,2024-04-28T02:20:01,Fraudulent digital payment of INR 7698 detected from victim account.,DIGITAL_PAYMENT_FRAUD,7698.05,Rajasthan,311800,25.560374,73.149494,ACCT00011897,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006898,2024-03-05,05:28:44,2024-03-05T05:28:44,2024-03-05T07:18:10,Victim reported unauthorized UPI transaction of INR 115248.,DIGITAL_PAYMENT_FRAUD,115248.4,Telangana,526840,18.718184,79.471131,ACCT00011898,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006899,2024-08-31,10:35:53,2024-08-31T10:35:53,2024-08-31T11:12:42,Victim received fake payment link; INR 47615 debited without authorization.,DIGITAL_PAYMENT_FRAUD,47614.54,Maharashtra,434396,20.271996,77.254068,ACCT00011899,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006900,2024-07-16,03:57:39,2024-07-16T03:57:39,2024-07-16T04:25:34,Impersonation of law enforcement; victim coerced into transferring INR 101013.,DIGITAL_ARREST,101012.53,West Bengal,728463,24.42423,89.381933,ACCT00011900,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006901,2024-11-11,22:33:47,2024-11-11T22:33:47,2024-11-11T23:42:47,Phishing email led to unauthorized transfer of INR 31478.,PHISHING,31477.72,West Bengal,706265,26.229848,88.520307,ACCT00011901,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006902,2024-09-25,11:35:59,2024-09-25T11:35:59,2024-09-25T11:42:59,Cyber fraud reported; INR 6635 lost through unspecified method.,OTHER,6635.39,Telangana,511916,19.809434,78.138413,ACCT00011902,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006903,2024-02-25,15:25:37,2024-02-25T15:25:37,2024-02-25T16:39:57,Victim threatened with digital arrest; paid INR 178636 under duress.,DIGITAL_ARREST,178636.46,Telangana,513718,17.735737,80.675607,ACCT00011903,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006904,2024-11-26,15:13:38,2024-11-26T15:13:38,2024-11-26T15:36:04,Fraudulent trading platform collected INR 8653 from victim.,INVESTMENT_FRAUD,8652.83,Uttar Pradesh,269730,24.406875,78.1133,ACCT00011904,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006905,2024-07-14,18:33:41,2024-07-14T18:33:41,2024-07-14T18:48:57,Phishing email led to unauthorized transfer of INR 1972.,PHISHING,1971.85,Tamil Nadu,631239,8.732235,78.376945,ACCT00011905,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006906,2024-07-12,22:27:32,2024-07-12T22:27:32,2024-07-12T23:03:13,Victim threatened with digital arrest; paid INR 23264 under duress.,DIGITAL_ARREST,23263.81,Maharashtra,447258,21.958627,72.689727,ACCT00011906,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006907,2024-11-14,16:35:52,2024-11-14T16:35:52,2024-11-14T18:05:49,Cyber fraud reported; INR 4269104 lost through unspecified method.,OTHER,4269103.9,Telangana,506195,16.682341,81.129296,ACCT00011907,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006908,2024-06-22,22:52:51,2024-06-22T22:52:51,2024-06-23T00:06:50,Victim received fake payment link; INR 5170 debited without authorization.,DIGITAL_PAYMENT_FRAUD,5170.11,Gujarat,375916,23.092551,70.632525,ACCT00011908,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006909,2024-02-13,13:07:38,2024-02-13T13:07:38,2024-02-13T14:39:35,Fraudulent digital payment of INR 4790 detected from victim account.,DIGITAL_PAYMENT_FRAUD,4790.06,Maharashtra,404277,17.730579,79.661409,ACCT00011909,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006910,2024-02-19,19:16:48,2024-02-19T19:16:48,2024-02-19T19:18:12,Victim's banking credentials phished; INR 89003 stolen.,PHISHING,89002.89,Uttar Pradesh,228253,27.40843,84.446311,ACCT00011910,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006911,2024-03-19,20:05:52,2024-03-19T20:05:52,2024-03-19T20:10:46,Fraudulent digital payment of INR 111131 detected from victim account.,DIGITAL_PAYMENT_FRAUD,111130.77,Uttar Pradesh,273548,24.349256,79.234318,ACCT00011911,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006912,2024-11-28,00:54:23,2024-11-28T00:54:23,2024-11-28T02:05:55,Victim transferred INR 175013 to fake mutual fund agent.,INVESTMENT_FRAUD,175012.98,Karnataka,577228,15.503615,78.24997,ACCT00011912,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006913,2024-11-29,03:45:14,2024-11-29T03:45:14,2024-11-29T04:03:44,Victim threatened with digital arrest; paid INR 93526 under duress.,DIGITAL_ARREST,93526.12,Telangana,501368,17.874067,77.996473,ACCT00011913,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006914,2024-01-11,22:38:15,2024-01-11T22:38:15,2024-01-11T22:43:13,Victim received fake payment link; INR 9787 debited without authorization.,DIGITAL_PAYMENT_FRAUD,9787.33,Bihar,821655,26.514174,86.151346,ACCT00011914,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006915,2024-07-21,09:15:04,2024-07-21T09:15:04,2024-07-21T10:38:55,Phishing email led to unauthorized transfer of INR 13300.,PHISHING,13300.06,Rajasthan,323549,24.972587,73.985382,ACCT00011915,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006916,2024-08-01,15:57:52,2024-08-01T15:57:52,2024-08-01T16:19:01,Fake police/CBI call led victim to transfer INR 380484.,DIGITAL_ARREST,380483.88,Delhi,119896,28.886252,76.91196,ACCT00011916,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006917,2024-03-02,10:18:49,2024-03-02T10:18:49,2024-03-02T11:00:33,Victim threatened with digital arrest; paid INR 156124 under duress.,DIGITAL_ARREST,156123.5,Delhi,119091,28.752183,77.3739,ACCT00011917,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006918,2024-10-31,14:18:42,2024-10-31T14:18:42,2024-10-31T15:41:38,Victim shared OTP after phishing call; INR 27108 debited.,PHISHING,27108.33,Madhya Pradesh,462167,26.857636,82.198267,ACCT00011918,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006919,2024-09-10,17:58:10,2024-09-10T17:58:10,2024-09-10T19:14:29,Victim lured into fake investment scheme; lost INR 24360.,INVESTMENT_FRAUD,24359.67,Tamil Nadu,626874,11.800549,78.432458,ACCT00011919,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006920,2024-01-21,00:41:42,2024-01-21T00:41:42,2024-01-21T00:56:05,Fraudulent digital payment of INR 18997 detected from victim account.,DIGITAL_PAYMENT_FRAUD,18997.02,Telangana,504977,18.686181,78.253825,ACCT00011920,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006921,2024-05-11,20:20:09,2024-05-11T20:20:09,2024-05-11T21:06:50,Victim reported loss of INR 1855 via online fraud.,OTHER,1854.76,Karnataka,582544,12.374597,78.332381,ACCT00011921,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006922,2024-10-12,21:11:57,2024-10-12T21:11:57,2024-10-12T22:40:55,Fraudulent digital payment of INR 5925 detected from victim account.,DIGITAL_PAYMENT_FRAUD,5925.12,Uttar Pradesh,205296,24.504658,78.892315,ACCT00011922,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006923,2024-10-22,17:59:01,2024-10-22T17:59:01,2024-10-22T19:10:19,Victim shared OTP after phishing call; INR 4624 debited.,PHISHING,4623.87,West Bengal,713885,22.11807,87.790162,ACCT00011923,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006924,2024-11-30,13:06:27,2024-11-30T13:06:27,2024-11-30T13:34:48,Victim reported loss of INR 33480 via online fraud.,OTHER,33479.57,Haryana,122338,30.251644,75.846962,ACCT00011924,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006925,2024-05-15,13:46:20,2024-05-15T13:46:20,2024-05-15T14:25:24,Victim threatened with digital arrest; paid INR 167487 under duress.,DIGITAL_ARREST,167487.42,Karnataka,574245,14.862449,75.052983,ACCT00011925,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006926,2024-11-21,20:29:30,2024-11-21T20:29:30,2024-11-21T21:09:22,Victim lured into fake investment scheme; lost INR 810103.,INVESTMENT_FRAUD,810103.15,Bihar,811947,26.21785,84.267761,ACCT00011926,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006927,2024-10-20,20:51:02,2024-10-20T20:51:02,2024-10-20T21:18:55,Victim transferred INR 67644 to fake mutual fund agent.,INVESTMENT_FRAUD,67644.21,Kerala,673628,9.361143,74.901743,ACCT00011927,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006928,2024-04-02,09:55:33,2024-04-02T09:55:33,2024-04-02T11:09:56,Victim threatened with digital arrest; paid INR 194080 under duress.,DIGITAL_ARREST,194079.76,Madhya Pradesh,482032,24.616898,80.264931,ACCT00011928,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006929,2024-04-04,14:34:26,2024-04-04T14:34:26,2024-04-04T16:27:30,Fake police/CBI call led victim to transfer INR 755640.,DIGITAL_ARREST,755639.82,Telangana,521258,16.356302,79.124816,ACCT00011929,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006930,2024-01-15,01:53:29,2024-01-15T01:53:29,2024-01-15T02:13:47,Victim reported unauthorized UPI transaction of INR 23249.,DIGITAL_PAYMENT_FRAUD,23248.8,Karnataka,593149,16.37011,74.470356,ACCT00011930,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006931,2024-12-07,14:31:51,2024-12-07T14:31:51,2024-12-07T14:38:31,Victim threatened with digital arrest; paid INR 10000 under duress.,DIGITAL_ARREST,10000.0,Maharashtra,414871,16.523085,73.24654,ACCT00011931,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006932,2024-08-07,20:01:50,2024-08-07T20:01:50,2024-08-07T20:29:39,Fraudulent digital payment of INR 113187 detected from victim account.,DIGITAL_PAYMENT_FRAUD,113186.83,Telangana,501340,18.073333,77.496439,ACCT00011932,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006933,2024-04-02,07:20:58,2024-04-02T07:20:58,2024-04-02T08:12:12,Victim reported unauthorized UPI transaction of INR 61182.,DIGITAL_PAYMENT_FRAUD,61182.1,Gujarat,378267,21.657956,74.155348,ACCT00011933,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006934,2024-04-02,10:59:32,2024-04-02T10:59:32,2024-04-02T12:54:48,Victim received fake payment link; INR 5179 debited without authorization.,DIGITAL_PAYMENT_FRAUD,5179.45,Karnataka,581740,11.742147,74.4714,ACCT00011934,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00006935,2024-08-15,11:11:32,2024-08-15T11:11:32,2024-08-15T12:02:57,Phishing email led to unauthorized transfer of INR 3011.,PHISHING,3010.64,West Bengal,749158,26.1246,89.248741,ACCT00011935,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006936,2024-01-05,07:33:51,2024-01-05T07:33:51,2024-01-05T09:25:54,Fraudulent trading platform collected INR 31691 from victim.,INVESTMENT_FRAUD,31691.0,Telangana,507536,18.242926,78.523699,ACCT00011936,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006937,2024-08-16,18:29:16,2024-08-16T18:29:16,2024-08-16T19:01:11,Phishing email led to unauthorized transfer of INR 4824.,PHISHING,4824.2,Bihar,801168,26.527025,84.686521,ACCT00011937,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006938,2024-01-24,12:21:55,2024-01-24T12:21:55,2024-01-24T13:20:40,Victim received fake payment link; INR 55158 debited without authorization.,DIGITAL_PAYMENT_FRAUD,55158.09,Maharashtra,437914,17.840049,74.662535,ACCT00011938,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006939,2024-10-16,15:19:31,2024-10-16T15:19:31,2024-10-16T16:52:27,Victim reported unauthorized UPI transaction of INR 14316.,DIGITAL_PAYMENT_FRAUD,14315.62,Maharashtra,408776,20.563504,79.086228,ACCT00011939,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006940,2024-07-14,11:20:58,2024-07-14T11:20:58,2024-07-14T13:06:04,Fraudulent digital payment of INR 28989 detected from victim account.,DIGITAL_PAYMENT_FRAUD,28988.7,Bihar,834270,27.039548,84.117208,ACCT00011940,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006941,2024-05-16,08:20:06,2024-05-16T08:20:06,2024-05-16T09:54:25,Victim lured into fake investment scheme; lost INR 89538.,INVESTMENT_FRAUD,89537.96,Telangana,529222,18.794206,78.446776,ACCT00011941,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006942,2024-05-17,19:59:37,2024-05-17T19:59:37,2024-05-17T20:58:27,Victim lured into fake investment scheme; lost INR 249600.,INVESTMENT_FRAUD,249599.84,Karnataka,563773,12.995017,74.146798,ACCT00011942,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006943,2024-01-10,08:09:42,2024-01-10T08:09:42,2024-01-10T09:08:47,Victim received fake payment link; INR 22544 debited without authorization.,DIGITAL_PAYMENT_FRAUD,22543.56,Gujarat,379980,22.654258,68.656792,ACCT00011943,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006944,2024-02-23,08:01:54,2024-02-23T08:01:54,2024-02-23T09:26:31,Fraudulent digital payment of INR 4750 detected from victim account.,DIGITAL_PAYMENT_FRAUD,4750.13,Telangana,508445,18.358992,77.450499,ACCT00011944,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006945,2024-03-13,11:34:04,2024-03-13T11:34:04,2024-03-13T12:28:56,Online fraud complaint filed for INR 90219.,OTHER,90219.23,Tamil Nadu,644990,8.179733,79.040949,ACCT00011945,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006946,2024-11-12,13:14:49,2024-11-12T13:14:49,2024-11-12T13:55:25,Victim transferred INR 276208 to fake mutual fund agent.,INVESTMENT_FRAUD,276207.51,Telangana,505286,17.622122,77.44447,ACCT00011946,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006947,2024-05-14,22:08:31,2024-05-14T22:08:31,2024-05-14T22:37:53,Fraudulent digital payment of INR 5640 detected from victim account.,DIGITAL_PAYMENT_FRAUD,5640.15,Maharashtra,408469,20.39297,78.858774,ACCT00011947,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00006948,2024-06-08,11:57:43,2024-06-08T11:57:43,2024-06-08T12:04:52,Fraudulent digital payment of INR 63673 detected from victim account.,DIGITAL_PAYMENT_FRAUD,63673.22,Karnataka,578309,14.338292,77.390242,ACCT00011948,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00006949,2024-06-26,16:29:19,2024-06-26T16:29:19,2024-06-26T18:03:01,Fraudulent trading platform collected INR 195490 from victim.,INVESTMENT_FRAUD,195490.37,Haryana,136469,28.299313,74.641965,ACCT00011949,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006950,2024-07-19,18:07:12,2024-07-19T18:07:12,2024-07-19T18:34:41,Victim reported unauthorized UPI transaction of INR 9883.,DIGITAL_PAYMENT_FRAUD,9883.17,Uttar Pradesh,267125,23.816455,80.971708,ACCT00011950,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006951,2024-09-07,22:10:17,2024-09-07T22:10:17,2024-09-07T23:57:43,Victim lured into fake investment scheme; lost INR 69779.,INVESTMENT_FRAUD,69778.89,Maharashtra,442141,20.796046,79.10698,ACCT00011951,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006952,2024-10-09,12:29:48,2024-10-09T12:29:48,2024-10-09T13:08:57,Victim received fake payment link; INR 7026 debited without authorization.,DIGITAL_PAYMENT_FRAUD,7025.63,Uttar Pradesh,282335,24.137993,80.592648,ACCT00011952,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00006953,2024-08-23,14:27:12,2024-08-23T14:27:12,2024-08-23T15:47:38,Fake police/CBI call led victim to transfer INR 465792.,DIGITAL_ARREST,465792.26,Maharashtra,436860,20.088981,75.595381,ACCT00011953,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00006954,2024-04-29,22:47:54,2024-04-29T22:47:54,2024-04-29T23:50:59,Fake police/CBI call led victim to transfer INR 391508.,DIGITAL_ARREST,391507.99,Gujarat,385281,20.287768,72.30169,ACCT00011954,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00006955,2024-02-01,18:20:27,2024-02-01T18:20:27,2024-02-01T19:35:43,Victim reported unauthorized UPI transaction of INR 28500.,DIGITAL_PAYMENT_FRAUD,28499.94,West Bengal,733720,22.538529,89.185773,ACCT00011955,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
